,Id,groupId,matchId,assists,boosts,damageDealt,DBNOs,headshotKills,heals,killPlace,killPoints,kills,killStreaks,longestKill,matchDuration,matchType,maxPlace,numGroups,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,vehicleDestroys,walkDistance,weaponsAcquired,winPoints,winPlacePerc,Total Distance,moving_group,weapon_group
1727974,1012eb1f716e51,fc500262e854b0,967bd7128cd33b,0,0,669.6,0,0,0,17,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
1730417,13c0402c40e198,0f87b994338fea,1758d4bc223d07,0,0,708.7,0,0,0,16,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,5,0,0.0,0.0,<=10.00%,<=70.00%
1730431,1215378b80457b,6f254f6e9c409e,1f1d15daff3f5b,0,0,400.0,4,1,0,7,0,4,4,20.03,1383,squad-fpp,27,26,1507,0,0.0,0,0.0,0,0,27.14,2,0,0.0385,27.14,<=10.00%,<=20.00%
1732583,3b9d9e54768791,c6e53d91dc9fd4,fb9f622215e151,0,0,553.3,0,0,0,2,0,0,0,0.0,1771,solo,16,1,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
1736374,c5b9121a190773,d015bd050289f6,25e2ac7d9040f0,0,0,357.4,0,0,0,3,0,0,0,0.0,1323,solo,19,1,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
1748338,0106befd49a8d3,c40b3a2948ba78,58f817a161fc86,0,0,425.7,2,1,0,8,0,4,2,20.34,1359,duo-fpp,48,47,1513,0,0.0,0,0.0,0,0,26.59,2,0,0.1277,26.59,<=10.00%,<=20.00%
1748732,ef39f1db41f33d,00f49f66bc7f17,08a2313e5b209d,0,0,388.9,0,0,0,3,0,0,0,0.0,1808,solo,15,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,1.0,0.0,<=10.00%,<=40.00%
1750678,99bfe6b047d2b0,ff21ac7411cff9,17032b757d715f,0,0,466.0,0,0,0,13,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
1757919,130588dc261608,ad925e94828b47,7da4ac04a13e13,0,0,357.4,0,0,0,12,0,0,0,0.0,1703,solo,17,1,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
1777751,227d42e825aeab,167cc3ed395a2a,aa8df8159abe5d,0,0,345.6,3,1,0,13,0,3,1,8.163,1413,squad,27,27,1329,0,0.0,0,0.0,0,0,37.84,2,0,0.1538,37.84,<=10.00%,<=20.00%
1790983,6b3a1aa72e46af,3e0d18174e9723,6cc83d956a5cb3,1,0,422.9,2,0,0,23,1580,2,1,15.26,1942,duo-fpp,47,45,-1,0,0.0,0,0.0,0,0,25.67,1,1549,0.1739,25.67,<=10.00%,<=10.00%
1791616,e112c3fab5d376,fd76775c5d1fef,011f1afe2db83d,0,0,380.8,0,0,0,2,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,5,0,1.0,0.0,<=10.00%,<=70.00%
1794403,ef9e663b7ae08b,c0d3b763045472,aa76fbbb408b3d,0,0,355.9,0,0,0,5,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
1804288,b70245ce3a1092,f071c082ebee63,d3c7bbd8d86a94,0,0,673.0,0,0,0,7,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
1815939,90dc7178988490,d048a869011601,72f56df75017f8,0,2,407.3,3,0,0,5,1466,5,5,12.87,1389,duo-fpp,47,47,-1,0,0.0,0,0.0,0,0,39.78,2,1532,0.2174,39.78,<=10.00%,<=20.00%
1824949,256842dc3df63d,9d852c8d4b478c,02d17b99f39a48,0,0,342.9,0,0,0,19,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
1836651,372650b90cb58e,4f46c9681e2fc1,c069f7e0e37b94,0,0,591.4,0,0,0,9,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
1840134,cd6b15a402aee7,25989ae99aeda2,7ce2d8aa9263f4,0,0,509.1,0,0,0,6,0,0,0,0.0,1808,solo,14,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
1856884,bc45669999eaa0,09aaa524b00e8b,945769a27cc0f0,0,0,351.7,0,0,0,10,0,3,3,19.21,1401,solo-fpp,97,96,1500,0,0.0,0,0.0,0,0,18.81,1,0,0.1146,18.81,<=10.00%,<=10.00%
1867871,3c0295d42f391e,e672d10cceaf23,af29e74565632d,0,0,370.7,3,2,0,11,1392,3,3,16.34,1361,squad,27,25,-1,0,0.0,0,0.0,0,0,36.06,1,1548,0.1923,36.06,<=10.00%,<=10.00%
1869046,a72e165ca05280,31f0658e2accff,e9b1a14699c83c,0,0,547.9,0,0,0,11,0,0,0,0.0,1755,solo,18,1,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
1873216,6551a3b4102fa0,9d010232fd5264,2c7ee565a600c6,0,0,578.1,0,0,0,12,0,0,0,0.0,1719,solo,16,1,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
1874541,6693de2695f130,e7dc1ace7d8892,d1008b30942691,0,0,380.9,0,0,0,5,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
1880719,51a1d0ddb0ed8f,1de4a5fa1d5eed,6eafbdf67e6dbb,0,0,360.0,2,0,0,11,0,3,2,15.4,1366,duo-fpp,48,47,1544,1,0.0,0,0.0,0,0,39.67,1,0,0.0851,39.67,<=10.00%,<=10.00%
1881466,4fb7d31a40c385,45977b5d5db6ee,f0a26d38d1078c,0,0,346.4,0,0,0,12,0,0,0,0.0,1630,solo,17,1,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
1895986,b1774d3b14685f,5b1a4341a9a5d2,13e480ccf95ca5,1,0,393.1,3,0,0,12,1599,3,2,11.02,1460,squad-fpp,30,30,-1,0,0.0,0,0.0,0,0,24.76,1,1464,0.0345,24.76,<=10.00%,<=10.00%
1897384,2519a4a47576b9,9c71ad9dcb4511,fee5680a4ef41f,2,0,361.0,2,0,0,29,1044,2,1,26.65,1401,squad-fpp,30,30,-1,0,0.0,0,0.0,0,0,31.01,1,1511,0.0345,31.01,<=10.00%,<=10.00%
1897464,71401884fe07df,f2ded8335cc085,0d7899c4a6c653,1,0,400.0,3,0,0,22,0,2,2,2.746,1959,duo,50,47,1513,0,0.0,0,0.0,0,0,39.54,2,0,0.0408,39.54,<=10.00%,<=20.00%
1897662,8833bdfe375cba,852973be4f7bb6,cc3bcd8784cd54,0,0,426.3,0,0,0,9,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
1900185,213e6b3b3b3129,789e63e1f52ef4,15f8b58e431e00,0,0,336.7,0,0,0,3,0,0,0,0.0,1756,solo,15,1,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
1912049,cddd4733783f1e,b2c4a15d42b3b3,b3dd2ad891d211,0,0,387.1,0,0,0,11,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
1912517,a1b8463bfcb6ea,182c2eefe44368,35e7d750e442e2,0,0,430.5,0,0,0,17,0,6,3,60.5,593,normal-squad-fpp,15,13,1500,0,0.0,0,0.0,0,0,0.0,5,0,1.0,0.0,<=10.00%,<=70.00%
1919142,d1fbae50c4b806,4609e5a6ffbd68,15d43558d0592f,0,0,389.9,0,1,0,24,1466,2,2,16.6,1358,solo-fpp,97,96,-1,0,0.0,0,0.0,0,0,16.89,2,1454,0.1458,16.89,<=10.00%,<=20.00%
1924787,839bf795778018,234ef3477a2dda,38aeb013f434b8,0,0,409.6,0,0,0,17,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
1937705,f2dbf8a5805845,ba54fe01d4dc1f,bb5d5961ea6e35,1,0,413.7,3,0,0,9,1901,3,3,13.98,1365,squad-fpp,28,28,-1,0,0.0,0,0.0,0,0,17.35,1,1640,0.7778,17.35,<=10.00%,<=10.00%
1941274,934ce28ff2f04d,3e6b88816b9aeb,3d4f0a445feedb,2,0,400.0,4,1,0,22,1269,2,1,27.39,1310,squad-fpp,27,24,-1,0,0.0,0,0.0,0,0,35.06,2,1518,0.0385,35.06,<=10.00%,<=20.00%
1953477,9398aaa6a8acf3,d25ef6d13248ca,84500b7bd0bff8,0,0,358.2,0,0,0,13,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
1959317,f88fecac5c63ff,440015aaea799e,a3c5bd9dfed076,0,0,623.5,0,0,0,10,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,5,0,0.0,0.0,<=10.00%,<=70.00%
1967392,4ab51cf2c582e5,1feb711c88e3e2,1859afa426fa49,0,0,390.3,3,0,0,84,0,0,0,0.0,1420,squad-fpp,27,25,1571,0,0.0,0,0.0,0,0,25.27,1,0,0.0385,25.27,<=10.00%,<=10.00%
1970727,20bf49beb98611,278b261bd2ed7d,e6ad4426159a64,0,0,389.8,0,0,0,9,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
1988270,f103995e2df863,87bfcbaa36605e,6db87452a2db21,0,0,576.5,0,0,0,9,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
1995845,2d87e9ed60b42d,e801fd895e27c4,5305b1591b6b4d,0,0,448.2,4,0,0,7,1525,4,3,16.92,1345,squad-fpp,29,28,-1,0,0.0,0,0.0,0,0,40.86,1,1532,0.1429,40.86,<=10.00%,<=10.00%
2020665,411b8bd2f01175,438c4129bd58e2,add8cefd8119e7,0,0,523.0,0,0,0,13,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
2020727,838be62886d545,e3d38aabae5fc1,74d4872a00d86e,0,0,351.6,0,0,0,11,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
2023068,857a08f074e7a4,80a996508e4694,a6d85c6d7dbdae,0,0,405.6,0,0,0,18,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
2028953,089b101aaa64d7,89063fa7b28490,8af2404ffe6a3d,0,0,397.1,3,0,0,24,1585,2,2,14.05,1371,squad-fpp,27,27,-1,0,0.0,0,0.0,0,0,41.54,1,1547,0.0,41.54,<=10.00%,<=10.00%
2045616,1cfd656545e1ce,b9768d06ed8071,ff80300f8262f5,2,0,546.3,0,0,0,7,0,7,4,46.85,360,normal-squad-fpp,4,4,1500,0,0.0,0,0.0,0,0,0.0,2,0,1.0,0.0,<=10.00%,<=20.00%
2052793,b33521a5a47c36,c959a5241cbfd3,cf159c898a1a14,0,0,464.1,3,1,0,7,1520,4,4,17.17,1808,duo-fpp,49,46,-1,0,0.0,0,0.0,0,0,31.0,1,1415,0.1875,31.0,<=10.00%,<=10.00%
2060189,4f6fbfd9f1994c,5007f1ccb1d141,93a9b9a2cdfcaf,0,0,558.3,0,0,0,10,0,0,0,0.0,1083,solo,16,1,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
2070745,a4b113d021ac0f,52f2c4616c3696,e8056d690de9f9,0,0,351.5,2,0,0,21,1156,2,2,43.9,1751,squad,28,26,-1,0,0.0,0,0.0,0,0,37.88,2,1470,0.1111,37.88,<=10.00%,<=20.00%
2073818,27539d25ac5251,cbfbbeee81cd4c,a9a6b34831193c,0,0,402.8,0,0,0,15,0,0,0,0.0,1611,solo,16,1,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
2076281,8b34b73d800b50,974dd6da62436a,1632bd04e32377,0,0,378.2,0,0,0,6,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
2081784,5a1415f9ac163b,43d7bbabb47d39,1a617334bafd1b,1,0,370.2,3,0,0,91,1582,0,0,0.0,1773,squad-fpp,28,26,-1,0,0.0,0,0.0,0,0,34.61,1,1532,0.0,34.61,<=10.00%,<=10.00%
2096345,aeb8c1eda61d6e,06dcc54e27c486,901ddaf88aeda2,0,0,406.9,0,0,0,15,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
2102429,9eb24b3dcd20d3,6eefda29863ac7,dceb682d4bac8d,0,0,540.0,0,0,0,7,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
2118547,7f9e39ff9ded9c,9d6bab56f19ecf,3855d7c89d51db,0,0,352.9,3,1,0,20,0,2,2,10.02,1363,squad-fpp,28,28,1285,0,0.0,0,0.0,0,0,41.12,1,0,0.0,41.12,<=10.00%,<=10.00%
2128332,aa751b61702de8,b2a1bd12b99f3c,41b5c7b0d24f70,0,0,451.5,0,0,0,3,0,0,0,0.0,1601,solo,19,1,1500,0,0.0,0,0.0,0,0,0.0,5,0,0.0,0.0,<=10.00%,<=70.00%
2135896,5182f38963af3c,f971f378bb57aa,754cdfba638767,0,0,428.8,0,0,0,9,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
2141178,9bfa43486bde52,57d0e9196d69af,718c7e2fd14336,0,0,342.6,0,0,0,11,1679,3,3,22.44,1420,solo-fpp,97,97,-1,0,0.0,0,0.0,0,0,19.78,1,1487,0.0729,19.78,<=10.00%,<=10.00%
2146855,dab81b796f2f36,8c9c9be7b9e5a9,1ab5b2b70b5102,1,0,397.0,3,0,0,27,1291,2,2,4.057,1322,squad,28,26,-1,0,0.0,0,0.0,0,0,14.39,2,1489,0.0,14.39,<=10.00%,<=20.00%
2169221,cfcfa2244bd845,b06e791e340727,3433e8e643688f,1,0,399.4,0,0,0,18,0,5,2,1.99,352,normal-squad-fpp,10,10,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.6667,0.0,<=10.00%,<=60.00%
2181894,2b8ab2a244798f,513a740996c673,2d7774d4e25e92,0,0,364.1,3,0,0,15,1353,3,1,23.16,1389,squad-fpp,29,27,-1,0,0.0,0,0.0,0,0,25.75,1,1455,0.0357,25.75,<=10.00%,<=10.00%
2192371,0ab5b472b84e9d,cb7839cf1999a4,2c2098adcec82f,0,0,396.0,0,0,0,11,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
2204564,a64145f1d84242,c52baf05d06ab7,aad7558de0cda9,0,0,599.4,0,0,0,6,0,0,0,0.0,1801,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
2211322,b65482f4d20e9d,161342705c108d,191bf8d24dbbdf,0,0,398.5,3,0,0,88,1328,0,0,0.0,1378,squad-fpp,26,26,-1,0,0.0,0,0.0,0,0,19.46,1,1509,0.04,19.46,<=10.00%,<=10.00%
2211733,c4292284ce7ccf,f078ffc87411a7,df24bc9788bf0b,0,2,634.8,0,0,2,2,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
2213650,4ee5a2e0a97a73,4f20c00fe2a572,eeabf377adb7d0,0,0,334.8,2,1,0,12,1470,3,3,14.48,1368,duo-fpp,49,47,-1,0,0.0,0,0.0,0,0,33.84,2,1474,0.0833,33.84,<=10.00%,<=20.00%
2225696,6cec85813c137b,0e120a8d2f6105,07baf6b1ba3de9,0,0,362.6,0,0,0,4,0,0,0,0.0,1743,solo,18,1,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
2228138,3bdd1f4806c8a2,8ffac74092bec7,af02cf98a4e16e,1,0,356.3,3,0,0,10,0,3,2,8.804,1893,squad,27,26,1554,0,0.0,0,0.0,0,0,17.66,1,0,0.5,17.66,<=10.00%,<=10.00%
2230009,358b1a9d0b3a1a,ba50388b7256f1,57770aadb2235b,0,0,491.8,0,0,0,10,0,0,0,0.0,1808,solo,15,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
2232079,836205f9a6417e,9d769c41866ba7,83cdd7eadb8c36,0,0,410.9,3,2,0,6,1496,4,3,20.0,1373,squad-fpp,26,25,-1,0,0.0,0,0.0,0,0,39.94,2,1465,0.08,39.94,<=10.00%,<=20.00%
2243166,eb5bf8dda12fc7,2fb25a6d123a70,a5a5aaacfb89f6,0,0,381.1,0,0,0,8,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
2247731,02a94f6d998c3f,349f6f8046cbbc,5798fa0c30e601,1,0,340.6,3,3,0,9,1325,3,3,0.8491,1379,squad-fpp,28,27,-1,0,0.0,0,0.0,1,0,12.38,0,1474,0.1481,12.38,<=10.00%,<=10.00%
2252250,708f8291307386,b62059fba96ae2,2a7eeeabd39f0a,0,0,585.7,0,0,0,15,0,0,0,0.0,1808,solo,15,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
2252536,d0d368a4bd09ab,17faffc6fac63b,d976f8c6a769bf,0,0,387.0,0,0,0,14,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
2253342,e626e4761447f7,be4c8e99f182c1,f6419a9aff8da8,1,0,342.6,2,1,0,44,1341,1,1,22.81,1379,squad-fpp,28,28,-1,0,0.0,0,0.0,0,0,8.585,1,1445,0.0,8.585,<=10.00%,<=10.00%
2260414,a512e6a47b2bc6,496ac74939351f,ae748f2313a7cf,0,0,732.0,0,0,0,14,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,5,0,0.0,0.0,<=10.00%,<=70.00%
2266243,3175cfc850ceb6,d075bd9f114bca,d4cf6b7c8440b4,0,0,466.3,0,0,0,7,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
2271966,04f532c7800146,658352174f6bd1,9fe02009129568,0,0,396.0,0,0,0,8,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
2276210,420a6201d91d48,bc7764324a1311,f1c58444c21401,0,0,564.0,0,0,0,6,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
2286341,a4a3fb83386028,ef35f67456cce3,a742bae499019e,0,0,353.6,4,0,0,11,1185,3,2,10.74,1363,squad,30,27,-1,0,0.0,0,0.0,0,0,41.66,2,1417,0.0,41.66,<=10.00%,<=20.00%
2292827,51fdc9c8064273,0e05e03bfa691a,4b78e413a05d3a,0,0,471.0,0,0,0,7,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
2294895,436c455687ee60,fa8af59c01f250,01ee716430b23a,0,0,707.4,0,0,0,1,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,1.0,0.0,<=10.00%,<=40.00%
2312729,2a5882f634154e,5e3bf21547d3d4,f320af9730c29f,0,0,422.4,0,0,0,5,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
2312764,2b293b23ef701a,288efb2173bd01,c55218e1555260,0,0,339.0,0,0,0,15,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
2319025,061700d399a962,6a003c2735cc71,08a2313e5b209d,0,0,378.9,0,0,0,5,0,0,0,0.0,1808,solo,15,2,1500,0,0.0,0,0.0,0,0,0.0,6,0,0.0,0.0,<=10.00%,<=90.00%
2322361,a13e9ad8eaeb10,50d192276472ba,3eae96fa3fb752,1,0,360.6,3,0,0,12,1672,3,2,10.89,1432,squad-fpp,28,28,-1,0,0.0,0,0.0,0,0,41.85,2,1485,0.0,41.85,<=10.00%,<=20.00%
2327406,d9687465ae011b,cee96e73694d90,b2f342009c0f04,1,0,347.9,2,0,0,22,0,2,2,37.72,1422,squad-fpp,30,29,1475,0,0.0,0,0.0,0,0,21.69,1,0,0.1724,21.69,<=10.00%,<=10.00%
2334184,ec37c4c5e79654,83716764e1476f,d0668068cfa369,0,0,398.6,0,0,0,6,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
2335721,78394e19cfd955,961f38f6913466,1b04aeb71c1297,0,0,371.4,3,1,0,12,0,3,3,11.75,1112,squad-fpp,26,25,1446,0,0.0,0,0.0,0,0,23.67,1,0,0.08,23.67,<=10.00%,<=10.00%
2337903,9028b5727fc3dc,ed3bf9b0a84bf8,d04ff89fe96c1c,0,0,400.0,2,0,0,8,1508,4,2,15.16,1878,duo-fpp,47,46,-1,0,0.0,0,0.0,0,0,41.34,1,1411,0.087,41.34,<=10.00%,<=10.00%
2353657,9f08546bd7ea46,217316dfc6a0f8,4b4554e7c2a741,1,1,351.9,0,1,8,19,0,4,2,180.2,608,normal-squad-fpp,15,14,1500,0,0.0,0,0.0,0,0,0.0,6,0,0.6429,0.0,<=10.00%,<=90.00%
2354518,780308a42df6e8,9f86aa910f3210,904cecf36217df,0,0,593.9,0,4,0,29,0,5,3,142.1,1794,normal-squad-fpp,11,11,1500,0,0.0,0,0.0,0,0,0.0,6,0,0.4,0.0,<=10.00%,<=90.00%
2367256,53d7fdccf18e38,d029d09dbba6fe,cf0cb51c829eb5,0,0,387.3,0,0,0,15,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,5,0,0.0,0.0,<=10.00%,<=70.00%
2375895,cf7d22b890842d,b0b341a31cc342,c86a4241a85c24,1,0,429.4,4,0,0,97,1474,0,0,0.0,1398,squad-fpp,29,27,-1,0,0.0,0,0.0,0,0,36.56,2,1543,0.0,36.56,<=10.00%,<=20.00%
2376074,0384d91a7dd696,18eed22f395efe,797dd54dccf1fe,0,0,543.7,0,0,0,5,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
2380843,b4db6c0b4205ff,2e5f218edec1d5,ff720fa3e572ee,0,0,352.1,4,1,0,20,0,2,2,23.7,1416,squad,30,29,1493,0,0.0,0,0.0,0,0,25.07,1,0,0.1034,25.07,<=10.00%,<=10.00%
2385981,58497a6e71feac,e6201e35f12e07,e71c1f85198b00,0,0,484.1,0,0,0,7,0,0,0,0.0,1808,solo,14,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
2398120,c91e187524c2fd,d41e835caaab57,6b6ffe658407d5,0,0,386.0,3,0,1,40,0,1,1,15.27,1320,squad-fpp,27,25,1504,0,0.0,0,0.0,0,0,36.18,2,0,0.1154,36.18,<=10.00%,<=20.00%
2414285,a0c1590ad7f227,f971f378bb57aa,754cdfba638767,0,0,423.4,0,0,0,17,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,<=10.00%,<=10.00%
2428789,5b3a0d9a776ec1,f3abc70716526e,e341afd3b9c5ea,0,0,587.4,0,0,0,5,0,0,0,0.0,1551,solo,18,1,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
2435658,4b202cbb141fad,3674271b1de973,d3c266e66d9f19,0,5,543.6,0,0,1,4,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,1.0,0.0,<=10.00%,<=40.00%
2438075,31eef6ec1d3ecc,7506463ea42334,66172d53230187,1,0,365.7,3,0,0,16,1501,2,2,15.69,1342,squad-fpp,27,27,-1,0,0.0,0,0.0,0,0,41.49,2,1559,0.3462,41.49,<=10.00%,<=20.00%
2438418,72ec52b46933ac,5a9de5229cf67f,86892b5b623ba3,0,0,346.8,0,0,0,12,1581,3,1,4.976,1443,solo-fpp,96,93,0,0,0.0,0,0.0,0,0,41.88,3,1525,0.1789,41.88,<=10.00%,<=40.00%
2439716,e3cd3d6762766b,02a3b5e07f88ca,4275a1e5b7583b,0,0,424.5,0,0,0,6,0,4,4,35.93,1330,solo-fpp,95,94,1586,0,0.0,0,0.0,0,0,20.94,1,0,0.1596,20.94,<=10.00%,<=10.00%
2439730,1bb603d9ba7836,9065fba0472ef6,1faf7f03547648,0,0,400.0,4,1,0,5,0,4,2,22.77,1787,squad-fpp,29,26,1571,0,0.0,0,0.0,0,0,33.9,1,0,0.0714,33.9,<=10.00%,<=10.00%
2439905,c7508a1703d9b1,7c7c7640f66c79,84387e36c854bb,0,0,452.2,0,0,0,14,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
2445548,1ade6ca370bf9b,4f7c96d88f291e,909346e2bfd7e5,0,0,349.4,3,1,0,43,0,1,1,6.746,1347,squad-fpp,28,28,1489,0,0.0,0,0.0,0,0,41.0,2,0,0.037,41.0,<=10.00%,<=20.00%
2454744,e43dd7c0e4a7b4,61bc7a23bfdf97,5ddd684bf067f8,0,0,501.5,0,0,0,12,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
2458602,c6c5608cdcb517,21b728c307e745,44296bc5ac07ee,0,0,495.8,0,0,0,10,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
2466307,78829a0064312a,3799722bcf6022,dc41bb92c94dbc,0,0,351.4,3,0,0,34,0,1,1,12.02,1332,squad-fpp,30,28,1223,0,0.0,0,0.0,0,0,15.85,1,0,0.0,15.85,<=10.00%,<=10.00%
2472405,de446abeeae633,f440ac06fe7298,a1e2a025ce56d3,0,0,394.6,2,1,0,7,0,4,4,17.25,1327,squad-fpp,28,28,1415,0,0.0,0,0.0,0,0,27.6,1,0,0.0741,27.6,<=10.00%,<=10.00%
